"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230404,2023-04-04,13874A,CME ,00,138 , 2219512,  478459,  303116,   41875,  932491,  440912,  239516,   92516,  658328,   50765,   67572,  208669,   15356, 1918550, 1958537,  300962,  260975,   77280,   15823,   26712,    4665,  -17534,  -79957,   -7246,    5108,  120497,    4972,  -26344,   -3890,    5393,  -15163,   71146,   92443,    6134,  100.0,   21.6,   13.7,    1.9,   42.0,   19.9,   10.8,    4.2,   29.7,    2.3,    3.0,    9.4,    0.7,   86.4,   88.2,   13.6,   11.8,    527,     33,     28,     19,    139,     99,    113,     57,    107,     58,     32,     31,     10,    354,    373,    16.3,    23.2,    25.5,    31.7,    15.1,    21.8,    23.9,    30.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230328,2023-03-28,13874A,CME ,00,138 , 2142232,  462636,  276404,   37210,  950025,  520869,  246762,   87408,  537831,   45793,   93916,  212559,    9963, 1933713, 1887391,  208519,  254841,   -6773,   20581,  -24190,     994,  -28910,   18096,   -4185,    5663,   -5613,     481,   -2490,   24204,   -1656,   -9522,    8131,    2749,  -14904,  100.0,   21.6,   12.9,    1.7,   44.3,   24.3,   11.5,    4.1,   25.1,    2.1,    4.4,    9.9,    0.5,   90.3,   88.1,    9.7,   11.9,    522,     29,     31,     18,    140,    103,    115,     57,    100,     53,     27,     33,      7,    346,    369,    16.5,    20.5,    25.9,    28.3,    15.4,    19.2,    24.1,    26.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230321,2023-03-21,13874A,CME ,00,138 , 2149005,  442055,  300594,   36216,  978935,  502773,  250947,   81745,  543444,   45312,   96406,  188355,   11619, 1943235, 1879260,  205770,  269745, -401979,  141383,  -65998, -221119,    6853,   21886,  -22455,  -69948,  139482, -122358,    8148,   -9524,  -13422, -292918, -293508, -109061, -108471,  100.0,   20.6,   14.0,    1.7,   45.6,   23.4,   11.7,    3.8,   25.3,    2.1,    4.5,    8.8,    0.5,   90.4,   87.4,    9.6,   12.6,    532,     30,     31,     17,    143,    100,    114,     57,    114,     57,     30,     25,      8,    352,    376,    17.8,    20.0,    26.8,    27.7,    16.7,    18.7,    25.0,    26.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230314,2023-03-14,13874A,CME ,00,138 , 2550984,  300672,  366592,  257335,  972082,  480887,  273402,  151693,  403962,  167670,   88258,  197879,   25041, 2236153, 2172768,  314831,  378216,  417815,   -5043,  -15346,  183399,   12446,   43255,   27590,    2717,  -49204,  104969,   -8371,  -12146,   19370,  337077,  301887,   80738,  115928,  100.0,   11.8,   14.4,   10.1,   38.1,   18.9,   10.7,    5.9,   15.8,    6.6,    3.5,    7.8,    1.0,   87.7,   85.2,   12.3,   14.8,    532,     31,     37,     41,    137,     98,    122,     65,    104,     87,     30,     28,     13,    397,    398,    13.6,    16.1,    21.9,    22.8,    12.0,    13.9,    17.6,    18.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230307,2023-03-07,13874A,CME ,00,138 , 2133169,  305715,  381938,   73936,  959636,  437632,  245812,  148976,  453166,   62701,   96629,  210025,    5671, 1899076, 1870881,  234093,  262288,   20010,    4156,  -27008,   24515,    3621,  -20338,    7684,  -19465,  -14193,   13080,    4995,   27626,   -3436,   35150,    7930,  -15140,   12080,  100.0,   14.3,   17.9,    3.5,   45.0,   20.5,   11.5,    7.0,   21.2,    2.9,    4.5,    9.8,    0.3,   89.0,   87.7,   11.0,   12.3,    540,     30,     31,     24,    141,     99,    111,     66,    110,     79,     33,     29,      7,    385,    376,    15.9,    17.5,    22.7,    23.8,    13.9,    15.8,    20.4,    21.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230228,2023-02-28,13874A,CME ,00,138 , 2113159,  301559,  408946,   49421,  956015,  457970,  238128,  168441,  467359,   49621,   91634,  182399,    9107, 1863926, 1862951,  249233,  250208,   38673,   18052,   23717,    -798,   -1682,   45362,   -1283,   24510,  -31387,    1446,   -1264,    7811,    2113,   41094,   46981,   -2421,   -8308,  100.0,   14.3,   19.4,    2.3,   45.2,   21.7,   11.3,    8.0,   22.1,    2.3,    4.3,    8.6,    0.4,   88.2,   88.2,   11.8,   11.8,    531,     28,     31,     20,    138,     98,    110,     73,    100,     73,     31,     31,     10,    375,    369,    15.9,    17.7,    22.9,    24.9,    13.9,    16.0,    20.8,    22.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230221,2023-02-21,13874A,CME ,00,138 , 2074486,  283507,  385229,   50219,  957697,  412608,  239411,  143931,  498746,   48175,   92898,  174588,    6994, 1822832, 1815970,  251654,  258516,   -1861,   -5162,    3435,   -2017,     347,   20192,   -2815,   14882,  -43690,    4331,   -5840,   22109,    1550,    5276,    3095,   -7137,   -4956,  100.0,   13.7,   18.6,    2.4,   46.2,   19.9,   11.5,    6.9,   24.0,    2.3,    4.5,    8.4,    0.3,   87.9,   87.5,   12.1,   12.5,    528,     29,     31,     18,    145,     95,    113,     62,    112,     61,     29,     25,      8,    361,    367,    16.2,    16.0,    22.4,    24.2,    14.4,    15.0,    20.6,    21.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230214,2023-02-14,13874A,CME ,00,138 , 2076347,  288669,  381794,   52236,  957350,  392416,  242226,  129049,  542436,   43844,   98738,  152479,    5444, 1817556, 1812875,  258791,  263472,   23261,   17467,  -22501,    6004,   13498,   12039,   -8698,   -7978,   13083,    -766,   -8672,    4344,    -575,   10280,    2930,   12981,   20331,  100.0,   13.9,   18.4,    2.5,   46.1,   18.9,   11.7,    6.2,   26.1,    2.1,    4.8,    7.3,    0.3,   87.5,   87.3,   12.5,   12.7,    525,     31,     31,     21,    148,     94,    112,     68,     99,     58,     31,     23,      6,    366,    356,    16.1,    17.9,    22.1,    26.8,    14.1,    16.6,    19.9,    24.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230207,2023-02-07,13874A,CME ,00,138 , 2053086,  271202,  404295,   46232,  943852,  380377,  250924,  137027,  529353,   44610,  107410,  148135,    6019, 1807276, 1809945,  245810,  243141,   -8333,   17075,    9188,   -5172,   -5232,    5244,   -5289,   -7368,  -11304,    5946,   -5202,   11343,   -3273,   -8515,    6683,     182,  -15016,  100.0,   13.2,   19.7,    2.3,   46.0,   18.5,   12.2,    6.7,   25.8,    2.2,    5.2,    7.2,    0.3,   88.0,   88.2,   12.0,   11.8,    521,     30,     31,     18,    143,     97,    109,     70,     95,     59,     35,     20,      5,    363,    349,    15.7,    18.3,    22.0,    26.9,    13.7,    17.2,    19.7,    25.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230131,2023-01-31,13874A,CME ,00,138 , 2061419,  254127,  395107,   51404,  949084,  375133,  256213,  144395,  540657,   38664,  112612,  136792,    9292, 1815791, 1803262,  245628,  258157,   36982,   14596,   32635,    3300,   -8327,  -51026,   13855,    3239,   24328,   -3070,    9738,   -5446,    2145,   35476,   16721,    1506,   20261,  100.0,   12.3,   19.2,    2.5,   46.0,   18.2,   12.4,    7.0,   26.2,    1.9,    5.5,    6.6,    0.5,   88.1,   87.5,   11.9,   12.5,    521,     28,     34,     23,    146,     93,    110,     63,     99,     55,     33,     25,      4,    363,    350,    15.5,    18.0,    22.0,    26.4,    13.6,    17.1,    19.9,    25.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230124,2023-01-24,13874A,CME ,00,138 , 2024437,  239531,  362472,   48104,  957411,  426159,  242358,  141156,  516329,   41734,  102874,  142238,    7147, 1780315, 1786541,  244122,  237896,  -32035,  -25325,  -11714,    6182,  -16537,  -18517,    -138,     476,  -10594,    3405,   -8932,    1078,    -423,  -41292,  -30721,    9257,   -1314,  100.0,   11.8,   17.9,    2.4,   47.3,   21.1,   12.0,    7.0,   25.5,    2.1,    5.1,    7.0,    0.4,   87.9,   88.2,   12.1,   11.8,    533,     28,     35,     26,    145,    103,    113,     64,     98,     57,     32,     28,      8,    373,    364,    15.8,    15.9,    22.4,    24.3,    14.1,    15.1,    20.4,    22.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230117,2023-01-17,13874A,CME ,00,138 , 2056472,  264856,  374186,   41922,  973948,  444676,  242496,  140680,  526923,   38329,  111806,  141160,    7570, 1821607, 1817262,  234865,  239210,   23906,   22754,   17974,    -248,   25336,  -40845,    -763,   -9597,   61321,   -1919,   -9958,  -24501,     382,   25987,   11401,   -2081,   12505,  100.0,   12.9,   18.2,    2.0,   47.4,   21.6,   11.8,    6.8,   25.6,    1.9,    5.4,    6.9,    0.4,   88.6,   88.4,   11.4,   11.6,    534,     29,     35,     24,    150,    100,    109,     61,     97,     51,     35,     27,      7,    373,    352,    16.6,    14.5,    23.6,    23.0,    14.9,    13.8,    21.9,    22.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230110,2023-01-10,13874A,CME ,00,138 , 2032566,  242102,  356212,   42170,  948612,  485521,  243259,  150277,  465602,   40248,  121764,  165661,    7188, 1795620, 1805861,  236946,  226705,   21570,   26262,   24938,     415,    4375,  -22255,   -6473,   -5154,   33957,    3001,   -4683,   -6348,    -266,   17477,   26969,    4093,   -5399,  100.0,   11.9,   17.5,    2.1,   46.7,   23.9,   12.0,    7.4,   22.9,    2.0,    6.0,    8.2,    0.4,   88.3,   88.8,   11.7,   11.2,    528,     27,     34,     22,    141,    108,    112,     61,    100,     51,     32,     25,      4,    361,    356,    16.0,    13.8,    23.1,    22.4,    14.2,    13.0,    21.1,    21.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",230103,2023-01-03,13874A,CME ,00,138 , 2010996,  215840,  331274,   41755,  944237,  507776,  249732,  155431,  431645,   37247,  126447,  172009,    7454, 1778143, 1778892,  232853,  232104,   49686,   23235,  -17085,    1169,  -10433,    -615,    5587,   12510,   41950,   -8159,   16315,   22831,    1485,   41709,   47163,    7977,    2523,  100.0,   10.7,   16.5,    2.1,   47.0,   25.2,   12.4,    7.7,   21.5,    1.9,    6.3,    8.6,    0.4,   88.4,   88.5,   11.6,   11.5,    530,     32,     30,     21,    142,    107,    114,     57,    102,     50,     32,     27,      7,    361,    361,    15.7,    11.4,    22.2,    19.1,    13.7,    10.8,    19.9,    17.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231226,2023-12-26,13874U,CME ,00,138 ,  114747,       0,    8215,       0,   22144,    1108,    2285,   21436,   28556,   15373,       0,    5867,       0,   61238,   61404,   53509,   53343,    5658,       0,    1226,       0,     248,      -8,     421,   -2056,    4468,     381,       0,    2196,       0,   -1006,    8684,    6664,   -3026,  100.0,    0.0,    7.2,    0.0,   19.3,    1.0,    2.0,   18.7,   24.9,   13.4,    0.0,    5.1,    0.0,   53.4,   53.5,   46.6,   46.5,     29,      0,.,      0,     11,.,      5,      7,      7,      6,      0,.,      0,     23,     17,    33.0,    34.6,    40.5,    48.9,    23.1,    27.2,    29.3,    36.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231219,2023-12-19,13874U,CME ,00,138 ,  109089,       0,    6989,       0,   21896,    1116,    1864,   23492,   24088,   14992,       0,    3671,       0,   62244,   52720,   46845,   56369,  -89430,   -1156,   -9820,     -92,    1071,     185,   -1388,  -68777,  -10639,  -13323,       0,    2510,       0,  -83665,  -32567,   -5765,  -56863,  100.0,    0.0,    6.4,    0.0,   20.1,    1.0,    1.7,   21.5,   22.1,   13.7,    0.0,    3.4,    0.0,   57.1,   48.3,   42.9,   51.7,     27,      0,.,      0,     11,.,      4,      7,      6,      6,      0,.,      0,     23,     14,    36.9,    33.7,    45.3,    45.7,    27.4,    26.9,    33.2,    32.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231212,2023-12-12,13874U,CME ,00,138 ,  198519,    1156,   16809,      92,   20825,     931,    3252,   92269,   34727,   28315,       0,    1161,       0,  145909,   85287,   52610,  113232,   36956,    1156,    5545,     -11,   -1404,      44,      31,   25900,   -1292,   26103,       0,  -51997,      -6,   51769,  -21583,  -14813,   58539,  100.0,    0.6,    8.5,    0.0,   10.5,    0.5,    1.6,   46.5,   17.5,   14.3,    0.0,    0.6,    0.0,   73.5,   43.0,   26.5,   57.0,     33,.,.,.,     10,.,      5,     12,      5,      9,      0,.,      0,     29,     19,    46.8,    30.9,    56.6,    39.6,    38.0,    24.8,    47.8,    26.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231205,2023-12-05,13874U,CME ,00,138 ,  161563,       0,   11264,     103,   22229,     887,    3221,   66369,   36019,    2212,       0,   53158,       6,   94140,  106870,   67423,   54693,    6301,   -1099,    1758,     103,   -2546,      -3,    1481,   24506,   -1781,    1269,       0,    2975,      -6,   23708,    5796,  -17407,     505,  100.0,    0.0,    7.0,    0.1,   13.8,    0.5,    2.0,   41.1,   22.3,    1.4,    0.0,   32.9,    0.0,   58.3,   66.1,   41.7,   33.9,     32,      0,.,.,     11,.,      6,     12,      4,      4,      0,.,.,     27,     17,    32.9,    58.8,    43.1,    62.8,    32.2,    58.6,    41.9,    62.2,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231128,2023-11-28,13874U,CME ,00,138 ,  155262,    1099,    9506,       0,   24775,     890,    1740,   41863,   37800,     943,       0,   50183,      12,   70432,  101074,   84830,   54188,    2244,    -386,   -2593,       0,     777,      79,     -71,   -1938,     155,    -318,       0,    2287,       1,   -1935,    -460,    4179,    2704,  100.0,    0.7,    6.1,    0.0,   16.0,    0.6,    1.1,   27.0,   24.3,    0.6,    0.0,   32.3,    0.0,   45.4,   65.1,   54.6,   34.9,     28,.,.,      0,     11,.,      4,      8,      4,      4,      0,.,.,     23,     14,    23.3,    60.2,    33.0,    64.1,    22.8,    60.1,    32.5,    63.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231121,2023-11-21,13874U,CME ,00,138 ,  153018,    1485,   12099,       0,   23998,     811,    1811,   43801,   37645,    1261,       0,   47896,      11,   72367,  101534,   80651,   51484,    -394,    -294,     634,       0,     822,     -20,      18,   -1030,   -2204,     249,       0,    3549,       0,    -235,    2226,    -159,   -2620,  100.0,    1.0,    7.9,    0.0,   15.7,    0.5,    1.2,   28.6,   24.6,    0.8,    0.0,   31.3,    0.0,   47.3,   66.4,   52.7,   33.6,     32,.,.,      0,     11,.,      4,     10,      5,      5,      0,.,.,     26,     16,    24.1,    57.5,    33.3,    63.5,    23.6,    57.2,    32.8,    62.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231114,2023-11-14,13874U,CME ,00,138 ,  153412,    1779,   11465,       0,   23176,     831,    1793,   44831,   39849,    1012,       0,   44347,      11,   72602,   99308,   80810,   54104,  -13361,    -122,    3841,       0,    2626,     -53,    -484,   -1989,  -17540,   -2070,       0,    3190,       1,   -2038,  -13115,  -11323,    -246,  100.0,    1.2,    7.5,    0.0,   15.1,    0.5,    1.2,   29.2,   26.0,    0.7,    0.0,   28.9,    0.0,   47.3,   64.7,   52.7,   35.3,     30,.,.,      0,     10,.,      4,     10,      4,      5,      0,.,.,     25,     15,    25.0,    57.7,    33.8,    63.0,    24.7,    57.3,    33.5,    62.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231107,2023-11-07,13874U,CME ,00,138 ,  166773,    1901,    7624,       0,   20550,     884,    2277,   46820,   57389,    3082,       0,   41157,      10,   74640,  112423,   92133,   54350,  -18152,   -7776,    1104,       0,   -1858,    -102,     135,    9080,  -41835,     149,       0,    5989,       0,    -270,  -34560,  -17882,   16408,  100.0,    1.1,    4.6,    0.0,   12.3,    0.5,    1.4,   28.1,   34.4,    1.8,    0.0,   24.7,    0.0,   44.8,   67.4,   55.2,   32.6,     28,.,.,      0,     10,.,      4,      8,      5,.,      0,.,.,     23,     13,    25.7,    61.7,    33.2,    65.7,    25.7,    59.9,    32.8,    63.7,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,13874U,CME ,00,138 ,  184925,    9677,    6520,       0,   22408,     986,    2142,   37740,   99224,    2933,       0,   35168,      10,   74910,  146983,  110015,   37942,     922,   -1520,     827,       0,   -1866,    -233,     168,    7351,   -4891,    -586,       0,    2560,       0,    3547,   -2155,   -2625,    3077,  100.0,    5.2,    3.5,    0.0,   12.1,    0.5,    1.2,   20.4,   53.7,    1.6,    0.0,   19.0,    0.0,   40.5,   79.5,   59.5,   20.5,     31,.,.,      0,     10,.,      4,      9,      7,      6,      0,.,.,     26,     16,    21.8,    71.6,    29.3,    77.0,    20.8,    71.4,    28.4,    76.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,13874U,CME ,00,138 ,  184003,   11197,    5693,       0,   24274,    1219,    1974,   30389,  104115,    3519,       0,   32608,      10,   71363,  149138,  112640,   34865,   23375,    5027,     930,       0,    1804,    -112,    -395,   -2673,   23961,     318,       0,    2475,      10,    4091,   27187,   19284,   -3812,  100.0,    6.1,    3.1,    0.0,   13.2,    0.7,    1.1,   16.5,   56.6,    1.9,    0.0,   17.7,    0.0,   38.8,   81.1,   61.2,   18.9,     32,.,.,      0,     11,.,      4,      9,      6,      5,      0,.,.,     26,     16,    17.9,    71.6,    26.2,    78.0,    17.8,    71.4,    25.5,    76.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231017,2023-10-17,13874U,CME ,00,138 ,  160628,    6170,    4763,       0,   22470,    1331,    2369,   33062,   80154,    3201,       0,   30133,       0,   67272,  121951,   93356,   38677,   16718,    -212,     937,       0,    3377,    -944,    -820,   -6058,   17171,     -64,       0,    2552,       0,   -3777,   18832,   20495,   -2114,  100.0,    3.8,    3.0,    0.0,   14.0,    0.8,    1.5,   20.6,   49.9,    2.0,    0.0,   18.8,    0.0,   41.9,   75.9,   58.1,   24.1,     29,.,.,      0,     10,.,      4,      8,      5,      5,      0,.,      0,     23,     15,    20.1,    65.4,    29.6,    73.1,    20.0,    65.3,    28.2,    72.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231010,2023-10-10,13874U,CME ,00,138 ,  143910,    6382,    3826,       0,   19093,    2275,    3189,   39120,   62983,    3265,       0,   27581,       0,   71049,  103119,   72861,   40791,    9193,   -9682,     600,       0,      65,     -78,    1023,   15577,   -9971,    2733,       0,    9159,       0,    9716,    3466,    -523,    5727,  100.0,    4.4,    2.7,    0.0,   13.3,    1.6,    2.2,   27.2,   43.8,    2.3,    0.0,   19.2,    0.0,   49.4,   71.7,   50.6,   28.3,     30,.,.,      0,      9,.,      6,      6,      6,      5,      0,.,      0,     23,     18,    30.2,    58.0,    37.7,    66.7,    30.2,    57.9,    36.6,    64.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,13874U,CME ,00,138 ,  134717,   16064,    3226,       0,   19028,    2353,    2166,   23543,   72954,     532,       0,   18422,       0,   61333,   99653,   73384,   35064,    8758,    5712,     633,       0,     649,   -1514,      89,    2652,   21283,      93,   -1062,    6520,       0,    8133,   27104,     625,  -18346,  100.0,   11.9,    2.4,    0.0,   14.1,    1.7,    1.6,   17.5,   54.2,    0.4,    0.0,   13.7,    0.0,   45.5,   74.0,   54.5,   26.0,     26,.,.,      0,      9,.,      5,      4,      7,      4,      0,.,      0,     19,     16,    30.0,    62.5,    37.6,    70.9,    29.9,    62.3,    37.1,    70.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",230926,2023-09-26,13874U,CME ,00,138 ,  125959,   10352,    2593,       0,   18379,    3867,    2077,   20891,   51671,     439,    1062,   11902,       0,   53200,   72549,   72759,   53410,   31537,    7191,    1332,       0,    -578,    -668,   -1096,    7939,   23692,   -3065,    1062,    5276,       0,   11453,   25471,   20084,    6066,  100.0,    8.2,    2.1,    0.0,   14.6,    3.1,    1.6,   16.6,   41.0,    0.3,    0.8,    9.4,    0.0,   42.2,   57.6,   57.8,   42.4,     25,.,.,      0,      9,.,      5,      4,      6,      5,.,.,      0,     19,     16,    29.5,    46.7,    35.5,    54.5,    29.4,    46.5,    34.6,    53.8,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
